netcdf_name,longname,units,level,standardname
a1_band,A1 Band,1,,
a2_band,A2 Band,1,,
a_reference_counts,Reference Absorption,counts,L0,
a_reference_dark_counts,Absorption Dark Reference,counts,,
a_signal_counts,Signal Absorption,counts,L0,
a_signal_dark_counts,Absorption Dark Signal,counts,,
abs_seafloor_pressure,Seafloor Pressure,dbar,L1,sea_water_pressure_at_sea_floor
absolute_pressure,Seafloor Pressure,psi,L0,
absolute_pressure_burst,Seafloor Pressure,psi,L0,
absorbance_blank_434,Optical Absorbance Ratio at 434 Nm - Blank,1,L0,
absorbance_blank_620,Optical Absorbance Ratio at 620 Nm - Blank,1,L0,
absorbance_ratio_434,Optical Absorbance Ratio at 434 Nm,counts,L0,
absorbance_ratio_620,Optical Absorbance Ratio at 620 Nm,counts,L0,
acceleration_x,Acceleration X,gravity,,
acceleration_y,Acceleration Y,gravity,,
acceleration_z,Acceleration Z,gravity,,
acidity,Acidity at 25 Degrees Celsius,mmol/kg,,
acq_crystal_coeff_fra0,Acq Crystal Coeff Fra0,1,,
acq_crystal_coeff_fra1,Acq Crystal Coeff Fra1,1,,
acq_crystal_coeff_fra2,Acq Crystal Coeff Fra2,1,,
acq_crystal_coeff_fra3,Acq Crystal Coeff Fra3,1,,
active_leak_detect_channels,Active Leak-Detect Channels (Bitmask),1,,
active_swgf_channels,Active SWGF Channels (Bitmask); '7' = All 3 Enabled,1,,
adc_ambient_temp,ADC Ambient Temperature,counts,,
adc_attitude,ADC Attitiude,counts,,
adc_attitude_temp,ADC Attitude Temperature,counts,,
adc_contamination_sensor,ADC Contamination Sensor,counts,,
adc_headers,ADC File Column Headers,,L0,
adc_pressure_minus,ADC Pressure Minus,counts,,
adc_pressure_plus,ADC Pressure Plus,counts,,
adc_transmit_current,ADC Transmit Current,counts,,
adc_transmit_voltage,ADC Transmit Voltage,counts,,
adcp_ambient_temp,Ambient Temperature,degrees_Celsius,,
adcp_attitude_temp,Attitude Temperature,degrees_Celsius,,
adcp_internal_moisture,Internal Moisture,1,,
adcp_pressure,Pressure,degrees,L0,
adcp_pressure_stdev,Pressure Standard Deviation,degrees,L0,
adcp_temperature,Temperature,degrees_Celsius,L0,
adcp_transmit_current,Transmit Current,A,,
adcp_transmit_impedance,Transmit Impedance,Ohms,,
adcp_transmit_test_results,Transmit Test Results,1,,
adcp_transmit_voltage,Transmit Voltage,V,,
adcpa_n_auv_error_velocity,Error Seawater Velocity Profile,mm s-1,L0,
adcps_jln_bins,Bins,1,,
adcps_jln_day,Day,day,,
adcps_jln_eastward_earth_seawater_velocity,Eastward Seawater Velocity Profile,m s-1,L1,eastward_sea_water_velocity
adcps_jln_eastward_seawater_velocity2,Eastward Seawater Velocity Profile,m s-1,L1,eastward_sea_water_velocity
adcps_jln_echo_intensity_beam1,Echo Intensity Beam 1,dB,L1,
adcps_jln_echo_intensity_beam2,Echo Intensity Beam 2,dB,L1,
adcps_jln_echo_intensity_beam3,Echo Intensity Beam 3,dB,L1,
adcps_jln_echo_intensity_beam4,Echo Intensity Beam 4,dB,L1,
adcps_jln_error_velocity2,Error Seawater Velocity Profile,m s-1,L1,
adcps_jln_events,Number of Event,1,,
adcps_jln_fw_rev,CPU Firmware Revision,1,,
adcps_jln_fw_vers,CPU Firmware Version,1,,
adcps_jln_heading,Heading,cdegree,,
adcps_jln_hour,Hour,hour,,
adcps_jln_hsec,Hundredths of Seconds,csec,,
adcps_jln_id,ID Number,1,,
adcps_jln_length,Length,1,,
adcps_jln_minute,Minute,minute,,
adcps_jln_month,Month,month,,
adcps_jln_northward_earth_seawater_velocity,Northward Seawater Velocity Profile,m s-1,L1,northward_sea_water_velocity
adcps_jln_northward_seawater_velocity2,Northward Seawater Velocity Profile,m s-1,L1,northward_sea_water_velocity
adcps_jln_number,Ensemble Number,1,,
adcps_jln_pitch,Pitch,cdegree,,
adcps_jln_pressure,Pressure,daPa,,
adcps_jln_record,Record Number,1,,
adcps_jln_records,Number of Records,1,,
adcps_jln_recovered_eastward_beam_seawater_velocity,Eastward Seawater Velocity Profile,m s-1,L1,eastward_sea_water_velocity
adcps_jln_recovered_eastward_seawater_velocity,Eastward Seawater Velocity Profile,m s-1,L1,eastward_sea_water_velocity
adcps_jln_recovered_northward_beam_seawater_velocity,Northward Seawater Velocity Profile,m s-1,L1,northward_sea_water_velocity
adcps_jln_recovered_northward_seawater_velocity,Northward Seawater Velocity Profile,m s-1,L1,northward_sea_water_velocity
adcps_jln_roll,Roll,cdegree,,
adcps_jln_samples_written,Samples Written,1,,
adcps_jln_second,Second,sec,,
adcps_jln_startbin,Starting BIN Number,1,,
adcps_jln_temp,Temperature,cdeg_C,,
adcps_jln_timestamp,Timestamp,1,,
adcps_jln_unit_id,Unit ID,1,,
adcps_jln_upward_seawater_velocity2,Upward Seawater Velocity Profile,m s-1,L1,upward_sea_water_velocity
adcps_jln_volts,Voltage,V,,
adcps_jln_year,Year,year,,
adcps_pd12_eastward_seawater_velocity,Eastward Seawater Velocity Profile,m s-1,L1,eastward_sea_water_velocity
adcps_pd12_northward_seawater_velocity,Northward Seawater Velocity Profile,m s-1,L1,northward_sea_water_velocity
address_error_exception,Address Error Exception,1,,
address_mask,Address Mask,mask,,
air_pump_pwm_drive_percent,Air Pump Pwm Drive Percent,percent,,
air_pump_tach_count,Air Pump Tach Count,Counts,,
air_temperature,Air Temperature,degrees_Celsius,L1,air_temperature
alkalinity,Alkalinity,mmol/kg,,
alt_flash_voltage,Flash Voltage Alternate Setting,V,L0,
alt_interval,Alternate PMT Settings Interval,samples,L0,
alt_pmt_trigger,Alternate PMT Trigger Selection,,L0,
alt_pmta_gain,PMTA Gain Alternate Setting,V,L0,
alt_pmta_threshold,PMTA Threshold Alternate Setting,V,L0,
alt_pmtb_gain,PMTB Gain Alternate Setting,V,L0,
alt_pmtb_threshold,PMTB Threshold Alternate Setting,V,L0,
alt_sample_counter,Alternate Settings Sample Counter,samples,L0,
alt_sample_volume,Alternate Sample Volume,mL,L0,
altitude,Altitude,cm,,
altitude_track_range_beam_1,Altitude Track Range Beam 1,m,,
altitude_track_range_beam_2,Altitude Track Range Beam 2,m,,
altitude_track_range_beam_3,Altitude Track Range Beam 3,m,,
altitude_track_range_beam_4,Altitude Track Range Beam 4,m,,
aluminum_concentration,Aluminum Concentration,nmol/kg,,
ambient_light,Ambient Light,count,L0,
ambient_temperature,Ambient Temperature,degrees_Celsius,,
ammonia_concentration,Ammonia Concentration,mmol/kg,,
amplitude_beam1,Beam 1 Amplitude Profile,counts,L0,
amplitude_beam2,Beam 2 Amplitude Profile,counts,L0,
amplitude_beam3,Beam 3 Amplitude Profile,counts,L0,
amplitude_beam4,Beam 4 Amplitude Profile,dB,L0,
amplitude_beam5,Beam 5 Amplitude Profile,dB,L0,
amplitude_beam_1,Beam 1 Amplitude,counts,,
amplitude_beam_2,Beam 2 Amplitude,counts,,
amplitude_beam_3,Beam 3 Amplitude,counts,,
analog1,Analog 1,1,,
analog_input,Analog Input,1,,
analog_input_1,Analog Input 1,1,,
analog_input_2,Analog Input 2,1,,
analog_input_address,Analog Input Address,1,,
analog_output,Analog Output,1,,
analog_output_enable,Analog Output Enable,1,,
analog_power_output,Analog Power Output,1,,
analog_scale_factor,Analog Scale Factor,1,,
angular_rate_x,Angular Rate X,rad s-1,,
angular_rate_y,Angular Rate Y,rad s-1,,
angular_rate_z,Angular Rate Z,rad s-1,,
antelope_channel,Channel Id,1,,
antelope_endtime,End Time,seconds since 1900-01-01,,
antelope_location,Location,1,,
antelope_network,Network,1,,
antelope_num_samples,Number of Samples,1,,
antelope_sampling_rate,Sampling Rate,Hz,,
antelope_starttime,Start Time,seconds since 1900-01-01,,
antelope_station,Station,1,,
array_sound_speed,Array Sound Speed,m s-1,,
ascent_continuity,Ascent Continuity,counts,,
ascent_status,Ascent Status,counts,,
ass_sig_wave_height,Auto-Spectrum Statistics - Significant Wave Height,m,,
ass_sig_wave_period,Auto-Spectrum Statistics - Significant Wave Period,s,,
ass_total_energy,Auto-Spectrum Statistics - Total Energy,J m-1,,
ass_total_variance,Auto-Spectrum Statistics - Total Variance,m^2,,
assembly_number,PC Board Assembly Number,1,,
auto_run,Auto Run,1,,
auto_shutdown,Auto Shutdown State,1,L0,
auto_start,Auto Start State,1,L0,
auv_current,Currentmperes,A,,
auv_latitude,Latitude,degrees,,
auv_longitude,Longitude,degrees,,
auv_speed_of_sound,Auv Speed of Sound,m s-1,,
auv_state_voltage,Voltage,V,,
auv_temperature,Auv Temperature,degrees_Celsius,,
aux_fitting_1,Aux Fitting 1,1,,
aux_fitting_2,Aux Fitting 2,1,,
aux_fitting_3,Aux Fitting 3,1,,
available_power,Available Power,watt,,
average_current,Average Current,m s-1,,
average_depth,Average Depth,mm,,
average_direction,Average Direction,degrees,,
average_interval,Average Interval,s,,
average_wave_height,Average Wave Height,m,L0,
avg_depth,Avg Depth,dm,,
avg_heading,Avg Heading,cdegrees,,
avg_irga_temperature,Average IRGA Temperature,degrees_Celsius,,
avg_pitch,Avg Pitch,cdegrees,,
avg_roll,Avg Roll,cdegrees,,
avg_speed_of_sound,Avg Speed of Sound,m s-1,,
avg_ss,Avg Ss,m s-1,,
avg_temp,Avg Temp,deg C,,
avg_temperature,Avg Temperature,cdeg_C,,
b,B,1,,
b1_band,B1 Band,1,,
b2_band,B2 Band,1,,
b_pot,B Pot,mV,,
backflush_sample,Backflush Intake with Sample,1,L0,
backscatter_700nm_beta,Total Volume Scattering Coefficient,m-1 sr-1,L1,volume_scattering_function_of_radiative_flux_in_sea_water
backscatter_700nm_counts,Backscatter Signal Counts,counts,L0,
backscatter_radiation_wavelength,Backscatter Measurement Wavelength,nm,,
bad_bytes,Number of Bad Bytes,counts,,
bad_pulses,Bad Pulses,counts,,
bad_records,Number of Bad Data Records,counts,,
balance_of_plant_converter_temperature,Balance of Plant Converter Temperature,ddeg_C,,
balance_of_plant_power,Balance of Plant Power,mW,,
bandwidth_band,Bandwidth Band,hz,,
barium_concentration,Barium Concentration,nmol/kg,,
barium_concentration_um,Barium Concentration,uM,,
barometric_pressure,Barometric Pressure,mbar,L0,
barometric_pressure_l1,Barometric Pressure,Pa,L1,air_pressure_at_sea_level
battery1_converter_temperature,Battery1 Converter Temperature,ddeg_C,,
battery2_converter_temperature,Battery2 Converter Temperature,ddeg_C,,
battery_count,Battery Count,counts,,
battery_cutoff,Battery Cutoff Voltage,V,,
battery_flags,"Battery Flags, Mask",mask,,
battery_index,Battery Index,counts,,
battery_low_bank,Battery Low Bank,1,,
